"","c_chief","c_lcDisagreement","c_lcDispositionDirection","c_issueArea","c_adminActionBool","c_oralArgBool","c_reargBool","c_decisionTime","c_formerCourt","c_caseOriginRegion","c_caseOriginCourt","e_houseMajority","e_senateMajority","e_decisionPresidentParty","e_JCApproval","j_justiceDecisionAgeBand","j_justiceRegion","j_justiceReligion","j_justiceEthnicity","j_justicePresidentParty","j_justiceVotesAppointed","direction"
"1400","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1401","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1402","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1403","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1404","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1405","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1406","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1407","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1408","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1409","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1410","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1411","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1412","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1413","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1414","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1415","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1416","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1417","Rehnquist",0,"Conservative","Civil Rights",1,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1418","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1419","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1420","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1421","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1422","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1423","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"1424","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1425","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1426","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1427","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Liberal"
"1428","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1429","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1430","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1431","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1432","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1433","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"1434","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1435","Rehnquist",0,"Liberal","First Amendment",1,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1436","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1437","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1438","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"1439","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1440","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1441","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1442","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1443","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1444","Rehnquist",1,"Conservative","First Amendment",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1445","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Liberal"
"1446","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1447","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"1448","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1449","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1450","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1451","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"1452","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1453","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1454","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Liberal"
"1455","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1456","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"1457","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1458","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"1459","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"1460","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"1461","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1462","Rehnquist",0,"Conservative","Federalism",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1463","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",0,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1464","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1465","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",0,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1466","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1467","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1468","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1469","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1470","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1471","Rehnquist",0,"Liberal","Due Process",1,1,0,"31-180 Days",1,"Northeast","Trial Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1472","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1473","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1474","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1475","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1476","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1477","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1478","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1479","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1480","Rehnquist",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1481","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1482","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1483","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",0,"South","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"1484","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1485","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1486","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1487","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1488","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1489","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"South","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1490","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1491","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1492","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1493","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1494","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1495","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"1496","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1497","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1498","Rehnquist",0,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1499","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1500","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1501","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1502","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1503","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1504","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"1505","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1506","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1507","Rehnquist",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1508","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1509","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"1510","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",0,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1511","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1512","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1513","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1514","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1515","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"1516","Rehnquist",0,"Liberal","Civil Rights",0,1,0,"31-180 Days",1,"Northeast","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"1517","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1518","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1519","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",0,NA,NA,"Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Liberal"
"1520","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1521","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1522","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"1523","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1524","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1525","Rehnquist",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,NA,NA,"Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1526","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1527","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"1528","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","West","N/A","Caucasian","Republican",">=75%","Conservative"
"1529","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1530","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"1531","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"1532","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"1533","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"1534","Rehnquist",0,"Conservative","Judicial Power",0,1,0,"0-30 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","0-65","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"1535","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",0,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Lutheran","Caucasian","Republican","<75%","Conservative"
"1536","Rehnquist",0,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Republican","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
