c_chief,c_lcDisagreement,c_lcDispositionDirection,c_issueArea,c_adminActionBool,c_oralArgBool,c_reargBool,c_decisionTime,c_formerCourt,c_caseOriginRegion,c_caseOriginCourt,direction
Rehnquist,0,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Civil Rights,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,South,Others,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,South,Others,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,South,Others,Liberal
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,1,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,0,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,0,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,0,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,0,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,0,0,0-30 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,0,Midwest,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,0,Midwest,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Liberal
Rehnquist,0,Conservative,Federal Taxation,0,1,0,31-180 Days,1,Midwest,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,0,West,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Due Process,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,0,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Conservative
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Liberal
Rehnquist,0,Not applicable,Economic Activity,0,1,0,181+ Days,1,NA,NA,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,0,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Liberal,First Amendment,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Conservative,Federalism,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,Trial Court,Conservative
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Liberal
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,Trial Court,Liberal
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Conservative
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Conservative
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Liberal
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Conservative
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Liberal
Rehnquist,1,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,Trial Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,0,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,0,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,0,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,1,Liberal,Economic Activity,0,1,0,31-180 Days,1,Northeast,District Court,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,0,NA,NA,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,0,NA,NA,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Conservative
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Federalism,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,0,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,0,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Attorneys,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Economic Activity,1,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,0,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,0,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Judicial Power,0,1,0,31-180 Days,1,Midwest,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,South,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,South,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,0,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,0,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Conservative
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Liberal
Rehnquist,0,Liberal,Criminal Procedure,0,1,0,181+ Days,1,Midwest,District Court,Liberal
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,1,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,Northeast,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,0,West,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Conservative
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Liberal,Civil Rights,0,1,0,31-180 Days,1,West,District Court,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,NA,NA,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,0,NA,NA,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,NA,NA,Liberal
Rehnquist,0,Conservative,Judicial Power,0,1,0,31-180 Days,1,NA,NA,Liberal
